Id,SurveyId,HAEntityId,ComputerType,VendorId,VendorName,InUse,NofComputers,Planned,HowManyPlanned,OperatingSystem
220207,58434,911367,Desktops,790,DELL EMC,True,,False,,WINDOWS 2003
220208,58434,911367,Laptops,790,DELL EMC,True,,False,,WINDOWS 2003
220209,58434,911368,Laptops,790,DELL EMC,True,90.0,False,,WINDOWS XP
220210,58434,911368,Desktops,790,DELL EMC,True,400.0,False,,WINDOWS XP
220281,58434,911402,Desktops,790,DELL EMC,True,,False,,WINDOWS XP
220282,58434,911402,Laptops,790,DELL EMC,True,,False,,WINDOWS NT
220291,58434,911404,Desktops,790,DELL EMC,True,,False,,WINDOWS XP
220292,58434,911404,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
220293,58434,911405,Desktops,790,DELL EMC,True,,False,,Not Reported
220294,58434,911405,Laptops,790,DELL EMC,True,,False,,Not Reported
220295,58434,911406,Desktops,790,DELL EMC,True,,False,,Not Reported
220296,58434,911406,Laptops,790,DELL EMC,True,,False,,Not Reported
220297,58434,911407,Desktops,790,DELL EMC,True,,False,,WINDOWS XP
220298,58434,911407,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
220299,58434,911408,Desktops,790,DELL EMC,True,,False,,WINDOWS XP
220300,58434,911408,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
220301,58434,911409,Desktops,790,DELL EMC,True,,False,,Not Reported
220302,58434,911409,Laptops,790,DELL EMC,True,,False,,Not Reported
220303,58434,911410,Desktops,790,DELL EMC,True,,False,,WINDOWS XP
220304,58434,911410,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
220305,58434,911411,Laptops,790,DELL EMC,True,5.0,False,,Not Reported
220306,58434,911411,Desktops,790,DELL EMC,True,,False,,Not Reported
220321,58434,911418,Laptops,790,DELL EMC,True,262.0,False,,WINDOWS 7
220322,58434,911419,Desktops,790,DELL EMC,True,,False,,WINDOWS XP
220323,58434,911419,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
220324,58434,911420,Desktops,790,DELL EMC,True,,False,,WINDOWS XP
220325,58434,911420,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
220326,58434,911421,Desktops,790,DELL EMC,True,,False,,WINDOWS XP
220327,58434,911421,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
220328,58434,911422,Desktops,790,DELL EMC,True,,False,,WINDOWS XP
220329,58434,911422,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
220330,58434,911423,Desktops,790,DELL EMC,True,,False,,Not Reported
220331,58434,911423,Laptops,790,DELL EMC,True,,False,,Not Reported
220332,58434,911424,Desktops,790,DELL EMC,True,,False,,Not Reported
220333,58434,911425,Desktops,790,DELL EMC,True,,False,,WINDOWS XP
220334,58434,911425,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
220335,58434,911426,Desktops,790,DELL EMC,True,,False,,Not Reported
220336,58434,911426,Laptops,790,DELL EMC,True,,False,,Not Reported
220337,58434,911427,Desktops,790,DELL EMC,True,,False,,Not Reported
220338,58434,911427,Laptops,790,DELL EMC,True,,False,,Not Reported
220339,58434,911428,Desktops,790,DELL EMC,True,,False,,Not Reported
220340,58434,911428,Laptops,790,DELL EMC,True,,False,,Not Reported
220341,58434,911429,Desktops,790,DELL EMC,True,340.0,False,,WINDOWS XP
220342,58434,911429,Laptops,790,DELL EMC,True,55.0,False,,WINDOWS 2003
220343,58434,911430,Desktops,790,DELL EMC,True,1010.0,False,,WINDOWS 2003
220344,58434,911430,Laptops,790,DELL EMC,True,239.0,False,,WINDOWS 2003
220345,58434,911430,Desktops,790,DELL EMC,False,,True,400.0,WINDOWS 2003
220346,58434,911430,Laptops,790,DELL EMC,False,,True,40.0,WINDOWS 2003
220347,58434,911431,Desktops,790,DELL EMC,True,,False,,Not Reported
220348,58434,911431,Laptops,790,DELL EMC,True,,False,,Not Reported
220349,58434,911432,Desktops,790,DELL EMC,True,,False,,Not Reported
220350,58434,911432,Laptops,790,DELL EMC,True,,False,,Not Reported
220351,58434,911433,Desktops,790,DELL EMC,True,,False,,Not Reported
220352,58434,911433,Laptops,790,DELL EMC,True,,False,,Not Reported
219513,57722,908910,Desktops,790,DELL EMC,True,10.0,False,,WINDOWS 10
219529,57725,908974,Laptops,790,DELL EMC,True,10.0,False,,Not Reported
219530,57725,908974,Thin Clients,790,DELL EMC,True,40.0,False,,Not Reported
219531,57726,908985,Desktops,790,DELL EMC,True,545.0,False,,WINDOWS XP
219532,57726,908985,Desktops,790,DELL EMC,False,,True,,WINDOWS 7
219551,57738,909101,Laptops,790,DELL EMC,True,50.0,False,,WINDOWS XP
219527,57725,908974,Desktops,790,DELL EMC,True,30.0,False,,Not Reported
219540,57731,909012,Desktops,790,DELL EMC,True,30.0,False,,Not Reported
219544,57732,909020,Desktops,790,DELL EMC,True,90.0,False,,WINDOWS NT
219545,57732,909020,Desktops,790,DELL EMC,True,30.0,False,,WINDOWS XP
222307,57716,935585,Desktops,790,DELL EMC,True,,False,,Not Reported
222308,57716,935585,Laptops,790,DELL EMC,True,,False,,Not Reported
219500,57719,908897,Desktops,790,DELL EMC,True,340.0,False,,WINDOWS 7
219501,57719,908897,Laptops,790,DELL EMC,True,36.0,False,,WINDOWS 7
219504,57719,908897,Desktops,790,DELL EMC,False,,True,25.0,WINDOWS 7
219521,57720,908927,Desktops,790,DELL EMC,True,120.0,False,,WINDOWS XP
219522,57720,908927,Laptops,790,DELL EMC,True,12.0,False,,WINDOWS XP
219517,57721,908916,Thin Clients,790,DELL EMC,True,50.0,False,,WINDOWS 7
219506,57722,908910,Desktops,790,DELL EMC,True,200.0,False,,WINDOWS 7
219507,57722,908910,Laptops,790,DELL EMC,True,25.0,False,,WINDOWS XP
219461,57710,908784,Laptops,790,DELL EMC,True,50.0,False,,WINDOWS 7
219462,57710,908784,Desktops,790,DELL EMC,True,300.0,False,,WINDOWS 7
219463,57710,908784,Desktops,790,DELL EMC,False,,True,150.0,WINDOWS 7
219464,57710,908784,Laptops,790,DELL EMC,False,,True,25.0,WINDOWS 7
219473,57711,908820,Desktops,790,DELL EMC,True,80.0,False,,Not Reported
219470,57712,908813,Desktops,790,DELL EMC,True,,False,,Not Reported
219467,57713,908808,Desktops,790,DELL EMC,True,43.0,False,,WINDOWS XP
219468,57713,908808,Desktops,790,DELL EMC,False,,True,,WINDOWS XP
219469,57713,908808,Laptops,790,DELL EMC,True,9.0,False,,WINDOWS XP
219458,57710,908784,Desktops,790,DELL EMC,True,300.0,False,,WINDOWS XP
219459,57710,908784,Laptops,790,DELL EMC,True,50.0,False,,WINDOWS XP
219449,57707,908694,Thin Clients,790,DELL EMC,True,350.0,False,,Not Reported
219452,57707,908694,Thin Clients,790,DELL EMC,False,,True,300.0,Not Reported
219409,57699,908568,Desktops,790,DELL EMC,True,,False,,Not Reported
219442,57707,908693,Thin Clients,790,DELL EMC,True,1350.0,False,,Not Reported
219445,57707,908693,Thin Clients,790,DELL EMC,False,,True,500.0,Not Reported
219415,57697,908571,Desktops,790,DELL EMC,True,50.0,False,,WINDOWS XP
219395,57685,908521,Desktops,790,DELL EMC,True,5.0,False,,Not Reported
219396,57685,908521,Desktops,790,DELL EMC,False,,True,,Not Reported
219397,57685,908521,Laptops,790,DELL EMC,True,4.0,False,,Not Reported
219402,57692,908548,Desktops,790,DELL EMC,True,105.0,False,,Not Reported
219406,57693,908557,Desktops,790,DELL EMC,True,,False,,WINDOWS XP
219407,57693,908557,Laptops,790,DELL EMC,False,,True,,WINDOWS XP
219430,57696,908621,Desktops,790,DELL EMC,True,750.0,False,,Not Reported
219431,57696,908621,Laptops,790,DELL EMC,True,10.0,False,,Not Reported
219410,57697,908570,Desktops,790,DELL EMC,True,50.0,False,,WINDOWS XP
219425,57700,908611,Desktops,790,DELL EMC,True,600.0,False,,WINDOWS 7
219426,57700,908611,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
219422,57701,908604,Desktops,790,DELL EMC,True,150.0,False,,WINDOWS 2003
219423,57701,908604,Laptops,790,DELL EMC,True,6.0,False,,WINDOWS 2003
219432,57704,908670,Desktops,790,DELL EMC,True,180.0,False,,WINDOWS XP
219433,57704,908670,Desktops,790,DELL EMC,False,,True,,WINDOWS XP
219434,57704,908670,Laptops,790,DELL EMC,True,2.0,False,,WINDOWS XP
219437,57705,908677,Desktops,790,DELL EMC,True,5.0,False,,Not Reported
219287,57655,907987,Desktops,790,DELL EMC,True,269.0,False,,WINDOWS 7
219285,57655,907987,Laptops,790,DELL EMC,True,122.0,False,,WINDOWS 7
219273,57655,907977,Desktops,790,DELL EMC,True,2250.0,False,,WINDOWS XP
219274,57655,907977,Laptops,790,DELL EMC,True,250.0,False,,WINDOWS XP
219275,57655,907981,Desktops,790,DELL EMC,True,450.0,False,,WINDOWS XP
219276,57655,907981,Laptops,790,DELL EMC,True,15.0,False,,WINDOWS XP
219277,57655,907982,Desktops,790,DELL EMC,True,,False,,Not Reported
219278,57655,907983,Desktops,790,DELL EMC,True,850.0,False,,WINDOWS XP
219279,57655,907983,Laptops,790,DELL EMC,True,25.0,False,,WINDOWS XP
219302,57655,907987,Laptops,790,DELL EMC,True,9.0,False,,WINDOWS 8
219303,57655,907987,Thin Clients,790,DELL EMC,False,,True,225.0,Not Reported
219304,57655,907988,Desktops,790,DELL EMC,True,1250.0,False,,WINDOWS 2008
219305,57655,907988,Laptops,790,DELL EMC,True,80.0,False,,WINDOWS 7
219306,57655,907988,Desktops,790,DELL EMC,False,,True,200.0,WINDOWS 7
219307,57655,907988,Laptops,790,DELL EMC,False,,True,,WINDOWS 7
219298,57655,907987,Laptops,790,DELL EMC,True,38.0,False,,WINDOWS XP
219309,57655,907989,Laptops,790,DELL EMC,True,75.0,False,,WINDOWS XP
219310,57656,908180,Desktops,790,DELL EMC,True,16.0,False,,Not Reported
219311,57656,908180,Laptops,790,DELL EMC,True,13.0,False,,Not Reported
219312,57657,908185,Desktops,790,DELL EMC,True,137.0,False,,Not Reported
219242,57650,907882,Desktops,790,DELL EMC,True,,False,,Not Reported
219243,57650,907882,Laptops,790,DELL EMC,True,,False,,Not Reported
219255,57651,907920,Desktops,790,DELL EMC,True,,False,,WINDOWS 7
219256,57651,907920,Laptops,790,DELL EMC,True,,False,,Not Reported
219257,57651,907920,Thin Clients,790,DELL EMC,False,,True,2000.0,CITRIX SYSTEMS
223434,57651,907920,Desktops,790,DELL EMC,False,,True,100.0,WINDOWS 10
223445,57651,907920,Laptops,790,DELL EMC,False,,True,,WINDOWS 10
219258,57651,907921,Desktops,790,DELL EMC,True,,False,,WINDOWS 7
219259,57651,907921,Laptops,790,DELL EMC,True,,False,,WINDOWS 7
219260,57651,907921,Thin Clients,790,DELL EMC,True,,False,,CITRIX SYSTEMS
219261,57651,907921,Thin Clients,790,DELL EMC,False,,True,2000.0,CITRIX SYSTEMS
219262,57651,907922,Desktops,790,DELL EMC,True,,False,,WINDOWS 7
219263,57651,907922,Laptops,790,DELL EMC,True,,False,,WINDOWS 7
219264,57651,907922,Thin Clients,790,DELL EMC,False,,True,2000.0,CITRIX SYSTEMS
223473,57651,907922,Desktops,790,DELL EMC,False,,True,100.0,WINDOWS 10
223474,57651,907922,Laptops,790,DELL EMC,False,,True,,WINDOWS 10
219235,57648,907855,Desktops,790,DELL EMC,True,750.0,False,,WINDOWS XP
219236,57648,907855,Desktops,790,DELL EMC,False,,True,200.0,WINDOWS 7
219239,57648,907855,Thin Clients,790,DELL EMC,True,600.0,False,,WINDOWS XP
219240,57648,907855,Desktops,790,DELL EMC,True,1000.0,False,,WINDOWS 7
219241,57648,907855,Thin Clients,790,DELL EMC,False,,True,100.0,WINDOWS 7
219265,57653,907969,Desktops,790,DELL EMC,True,200.0,False,,WINDOWS 7
219266,57653,907969,Laptops,790,DELL EMC,True,30.0,False,,WINDOWS 7
219267,57653,907969,Thin Clients,790,DELL EMC,True,35.0,False,,Not Reported
219268,57655,907974,Desktops,790,DELL EMC,True,1125.0,False,,WINDOWS XP
219269,57655,907974,Laptops,790,DELL EMC,True,125.0,False,,WINDOWS XP
219270,57655,907975,Desktops,790,DELL EMC,True,450.0,False,,WINDOWS XP
219271,57655,907975,Desktops,790,DELL EMC,False,,True,50.0,WINDOWS XP
219357,57667,908368,Desktops,790,DELL EMC,False,,True,8.0,WINDOWS XP
219359,57667,908368,Thin Clients,790,DELL EMC,True,1.0,False,,LINUX
219347,57669,908296,Desktops,790,DELL EMC,True,,False,,Not Reported
219348,57669,908296,Laptops,790,DELL EMC,True,,False,,Not Reported
219349,57669,908296,Thin Clients,790,DELL EMC,True,,False,,Not Reported
219353,57667,908368,Laptops,790,DELL EMC,True,32.0,False,,WINDOWS XP
219355,57667,908368,Desktops,790,DELL EMC,True,250.0,False,,WINDOWS XP
219338,57663,908272,Desktops,790,DELL EMC,True,3000.0,False,,Not Reported
219339,57663,908272,Laptops,790,DELL EMC,True,500.0,False,,Not Reported
219340,57664,908278,Desktops,790,DELL EMC,True,13.0,False,,WINDOWS 7
219333,57661,908254,Desktops,790,DELL EMC,True,520.0,False,,WINDOWS XP
219334,57661,908254,Laptops,790,DELL EMC,True,130.0,False,,Not Reported
219335,57661,908254,Desktops,790,DELL EMC,False,,True,100.0,WINDOWS XP
219336,57661,908254,Laptops,790,DELL EMC,False,,True,50.0,WINDOWS XP
219327,57659,908242,Desktops,790,DELL EMC,True,50.0,False,,WINDOWS 2003
219392,57686,908518,Desktops,790,DELL EMC,True,,False,,VISTA
219393,57686,908518,Laptops,790,DELL EMC,True,,False,,VISTA
219399,57688,908524,Desktops,790,DELL EMC,True,80.0,False,,WINDOWS XP
219383,57684,908488,Desktops,790,DELL EMC,True,94.0,False,,WINDOWS 2003
219384,57684,908488,Laptops,790,DELL EMC,True,29.0,False,,WINDOWS 2003
219385,57684,908488,Desktops,790,DELL EMC,False,,True,30.0,Not Reported
219386,57684,908488,Laptops,790,DELL EMC,False,,True,30.0,Not Reported
219382,57681,908472,Thin Clients,790,DELL EMC,True,300.0,False,,Not Reported
219378,57682,908467,Desktops,790,DELL EMC,True,,False,,Not Reported
219387,57683,908492,Desktops,790,DELL EMC,True,30.0,False,,WINDOWS XP
219368,57673,908432,Laptops,790,DELL EMC,True,6.0,False,,Not Reported
219366,57673,908432,Desktops,790,DELL EMC,True,20.0,False,,Not Reported
219375,57674,908447,Thin Clients,790,DELL EMC,True,8.0,False,,WINDOWS 2003
219138,57616,907570,Laptops,790,DELL EMC,True,1037.0,False,,Not Reported
219122,57610,907524,Desktops,790,DELL EMC,True,19.0,False,,WINDOWS 7
219123,57610,907524,Laptops,790,DELL EMC,True,5.0,False,,WINDOWS 7
219126,57615,907530,Desktops,790,DELL EMC,True,90.0,False,,WINDOWS 7
219127,57615,907530,Laptops,790,DELL EMC,True,10.0,False,,WINDOWS 7
219128,57615,907530,PC Blades,790,DELL EMC,True,1.0,False,,WINDOWS 2008
219136,57616,907570,Desktops,790,DELL EMC,True,3643.0,False,,Not Reported
219114,57608,907520,Desktops,790,DELL EMC,True,35.0,False,,WINDOWS XP
219115,57608,907520,Laptops,790,DELL EMC,True,7.0,False,,WINDOWS XP
219102,57602,907472,Thin Clients,790,DELL EMC,True,15.0,False,,Not Reported
219015,57594,907075,Desktops,790,DELL EMC,True,97.0,False,,WINDOWS XP
219017,57594,907075,Laptops,790,DELL EMC,True,15.0,False,,WINDOWS XP
219020,57594,907075,Thin Clients,790,DELL EMC,True,40.0,False,,WINDOWS 7
219021,57594,907075,Desktops,790,DELL EMC,True,10.0,False,,WINDOWS 7
219022,57594,907076,Desktops,790,DELL EMC,True,2400.0,False,,WINDOWS XP
219023,57594,907076,Laptops,790,DELL EMC,True,500.0,False,,WINDOWS XP
219024,57594,907076,Thin Clients,790,DELL EMC,True,105.0,False,,WINDOWS 7
219025,57594,907076,Desktops,790,DELL EMC,True,400.0,False,,WINDOWS 7
219026,57594,907076,Laptops,790,DELL EMC,True,100.0,False,,WINDOWS 7
219027,57595,907150,Desktops,790,DELL EMC,True,2200.0,False,,Not Reported
219028,57595,907150,Desktops,790,DELL EMC,False,,True,300.0,Not Reported
219077,57597,907303,Desktops,790,DELL EMC,True,,False,,Not Reported
219078,57597,907303,Laptops,790,DELL EMC,True,,False,,Not Reported
219074,57597,907302,Desktops,790,DELL EMC,True,,False,,Not Reported
219075,57597,907302,Laptops,790,DELL EMC,True,,False,,Not Reported
219084,57599,907412,Desktops,790,DELL EMC,True,25.0,False,,Not Reported
219209,57636,907749,Desktops,790,DELL EMC,True,30.0,False,,WINDOWS XP
219200,57634,907722,Desktops,790,DELL EMC,True,30.0,False,,WINDOWS 2003
219191,57629,907690,Thin Clients,790,DELL EMC,True,20.0,False,,WINDOWS XP
219221,57637,907782,Laptops,790,DELL EMC,False,,True,,Not Reported
219222,57637,907782,Desktops,790,DELL EMC,True,,False,,Not Reported
219216,57638,907761,Desktops,790,DELL EMC,True,400.0,False,,WINDOWS 7
219217,57638,907761,Laptops,790,DELL EMC,True,30.0,False,,WINDOWS 7
219220,57640,907778,Desktops,790,DELL EMC,True,,False,,Not Reported
219223,57641,907790,Desktops,790,DELL EMC,True,50.0,False,,WINDOWS 7
223372,57641,907790,Desktops,790,DELL EMC,False,,True,25.0,WINDOWS 10
223373,57641,907790,Laptops,790,DELL EMC,True,10.0,False,,WINDOWS 7
223374,57641,907790,Laptops,790,DELL EMC,True,20.0,False,,WINDOWS 10
223375,57641,907790,Laptops,790,DELL EMC,False,,True,10.0,WINDOWS 10
223376,57641,907790,Laptops,790,DELL EMC,False,,True,25.0,CITRIX SYSTEMS
219219,57638,907761,Desktops,790,DELL EMC,False,,True,150.0,WINDOWS 7
219214,57639,907752,Desktops,790,DELL EMC,True,90.0,False,,Not Reported
219229,57645,907840,Desktops,790,DELL EMC,True,150.0,False,,WINDOWS XP
219230,57645,907840,Laptops,790,DELL EMC,True,100.0,False,,WINDOWS XP
219192,57628,907694,Thin Clients,790,DELL EMC,True,8.0,False,,Not Reported
219188,57629,907690,Desktops,790,DELL EMC,True,1100.0,False,,WINDOWS XP
219189,57629,907690,Laptops,790,DELL EMC,True,100.0,False,,WINDOWS XP
219172,57624,907643,Desktops,790,DELL EMC,True,725.0,False,,WINDOWS 7
219173,57624,907643,Desktops,790,DELL EMC,False,,True,25.0,WINDOWS 7
219174,57624,907643,Laptops,790,DELL EMC,True,30.0,False,,WINDOWS 7
219175,57624,907643,Laptops,790,DELL EMC,False,,True,10.0,WINDOWS 7
219163,57623,907616,Desktops,790,DELL EMC,True,400.0,False,,WINDOWS XP
219164,57623,907616,Laptops,790,DELL EMC,True,30.0,False,,WINDOWS XP
219165,57623,907616,Desktops,790,DELL EMC,False,,True,20.0,WINDOWS XP
219166,57623,907616,Laptops,790,DELL EMC,False,,True,10.0,WINDOWS NT
219140,57616,907570,Thin Clients,790,DELL EMC,True,250.0,False,,Not Reported
219145,57619,907573,Desktops,790,DELL EMC,True,75.0,False,,Not Reported
219146,57619,907573,Laptops,790,DELL EMC,True,2.0,False,,Not Reported
219157,57623,907615,Desktops,790,DELL EMC,True,25.0,False,,WINDOWS 2000
219158,57623,907615,Laptops,790,DELL EMC,True,2.0,False,,WINDOWS XP
219159,57623,907615,Laptops,790,DELL EMC,False,,True,2.0,Not Reported
219160,57623,907615,Desktops,790,DELL EMC,True,25.0,False,,WINDOWS XP
219161,57623,907615,Desktops,790,DELL EMC,False,,True,3.0,WINDOWS XP
219033,57595,907150,Thin Clients,790,DELL EMC,True,760.0,False,,Not Reported
218909,57592,906682,Desktops,790,DELL EMC,True,,False,,Not Reported
218910,57592,906683,Desktops,790,DELL EMC,True,,False,,WINDOWS XP
218914,57592,906684,Desktops,790,DELL EMC,True,,False,,WINDOWS XP
218990,57594,907066,Desktops,790,DELL EMC,True,,False,,WINDOWS NT
221283,57591,930459,Desktops,790,DELL EMC,True,250.0,False,,WINDOWS 2003
221284,57591,930459,Laptops,790,DELL EMC,True,50.0,False,,WINDOWS 2003
218907,57592,906682,Laptops,790,DELL EMC,True,,False,,Not Reported
218994,57594,907068,Desktops,790,DELL EMC,True,,False,,Not Reported
219006,57594,907071,Desktops,790,DELL EMC,True,,False,,Not Reported
222870,57590,937972,Desktops,790,DELL EMC,True,,False,,Not Reported
218893,57590,906593,Laptops,790,DELL EMC,True,10.0,False,,WINDOWS XP
218894,57590,906593,Thin Clients,790,DELL EMC,True,20.0,False,,WINDOWS 7
218890,57590,906591,Thin Clients,790,DELL EMC,True,,False,,Not Reported
218891,57590,906591,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
218900,57591,906670,Thin Clients,790,DELL EMC,True,180.0,False,,WINDOWS XP
218902,57591,906671,Desktops,790,DELL EMC,True,5.0,False,,WINDOWS XP
218888,57590,906590,Thin Clients,790,DELL EMC,True,,False,,Not Reported
218885,57590,906589,Thin Clients,790,DELL EMC,True,,False,,Not Reported
218886,57590,906590,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
218882,57590,906588,Thin Clients,790,DELL EMC,True,,False,,Not Reported
218883,57590,906589,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
218879,57590,906587,Thin Clients,790,DELL EMC,True,,False,,Not Reported
218880,57590,906588,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
218871,57590,906584,Thin Clients,790,DELL EMC,True,500.0,False,,Not Reported
218872,57590,906585,Desktops,790,DELL EMC,True,,False,,Not Reported
218873,57590,906586,Desktops,790,DELL EMC,True,144.0,False,,WINDOWS 7
218874,57590,906586,Laptops,790,DELL EMC,True,12.0,False,,WINDOWS 7
218875,57590,906586,Desktops,790,DELL EMC,True,144.0,False,,WINDOWS XP
218876,57590,906586,Laptops,790,DELL EMC,True,13.0,False,,WINDOWS XP
218877,57590,906587,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
218801,57582,906246,Laptops,790,DELL EMC,True,120.0,False,,Not Reported
218802,57582,906246,Desktops,790,DELL EMC,True,1600.0,False,,Not Reported
218806,57582,906247,Desktops,790,DELL EMC,True,,False,,Not Reported
220171,57587,911349,Desktops,790,DELL EMC,True,,False,,Not Reported
220172,57587,911349,Laptops,790,DELL EMC,True,,False,,Not Reported
218845,57588,906398,Desktops,790,DELL EMC,True,6470.0,False,,WINDOWS 7
218846,57588,906398,Desktops,790,DELL EMC,False,,True,1200.0,WINDOWS 7
218808,57582,906247,Laptops,790,DELL EMC,True,,False,,Not Reported
218850,57588,906399,Desktops,790,DELL EMC,True,6470.0,False,,WINDOWS 7
218856,57588,906400,Desktops,790,DELL EMC,True,121.0,False,,WINDOWS 7
218858,57588,906400,Laptops,790,DELL EMC,True,7.0,False,,WINDOWS 7
218863,57588,906402,Desktops,790,DELL EMC,True,22.0,False,,WINDOWS 7
218864,57588,906402,Laptops,790,DELL EMC,True,4.0,False,,WINDOWS 7
218869,57590,906584,Laptops,790,DELL EMC,True,2000.0,False,,WINDOWS XP
218573,57555,905122,Desktops,790,DELL EMC,False,,True,20.0,WINDOWS 2000
218574,57555,905122,Desktops,790,DELL EMC,True,300.0,False,,WINDOWS 2000
218603,57560,905223,Laptops,790,DELL EMC,True,1.0,False,,WINDOWS XP
218607,57562,905237,Desktops,790,DELL EMC,True,500.0,False,,WINDOWS XP
218608,57562,905237,Laptops,790,DELL EMC,True,12.0,False,,WINDOWS XP
218636,57566,905324,Desktops,790,DELL EMC,True,50.0,False,,WINDOWS XP
218637,57566,905324,Laptops,790,DELL EMC,True,5.0,False,,WINDOWS XP
218579,57557,905153,Laptops,790,DELL EMC,True,7.0,False,,WINDOWS XP
218559,57551,905091,Desktops,790,DELL EMC,True,65.0,False,,WINDOWS 7
218570,57553,905110,Desktops,790,DELL EMC,True,165.0,False,,WINDOWS XP
218571,57555,905122,Laptops,790,DELL EMC,True,20.0,False,,WINDOWS 2000
218540,57547,905029,Desktops,790,DELL EMC,True,1000.0,False,,WINDOWS 7
218541,57548,905055,Desktops,790,DELL EMC,True,100.0,False,,WINDOWS 2000
218538,57544,905021,Desktops,790,DELL EMC,True,,False,,WINDOWS 2003
218550,57549,905059,Laptops,790,DELL EMC,True,42.0,False,,WINDOWS XP
218552,57549,905059,Desktops,790,DELL EMC,True,475.0,False,,WINDOWS XP
218553,57550,905087,Desktops,790,DELL EMC,True,,False,,Not Reported
218554,57550,905087,Laptops,790,DELL EMC,True,,False,,Not Reported
218555,57551,905091,Desktops,790,DELL EMC,True,50.0,False,,WINDOWS XP
218556,57551,905091,Laptops,790,DELL EMC,True,3.0,False,,WINDOWS XP
218475,57527,904786,Thin Clients,790,DELL EMC,True,,False,,CITRIX SYSTEMS
218478,57529,904821,Desktops,790,DELL EMC,True,250.0,False,,WINDOWS XP
218479,57529,904821,Laptops,790,DELL EMC,True,32.0,False,,Not Reported
218480,57529,904821,Thin Clients,790,DELL EMC,True,26.0,False,,WINDOWS XP
218481,57530,904827,Desktops,790,DELL EMC,True,100.0,False,,WINDOWS XP
218482,57530,904827,Desktops,790,DELL EMC,True,150.0,False,,WINDOWS 7
218465,57525,904766,Desktops,790,DELL EMC,True,,False,,Not Reported
218469,57527,904786,Desktops,790,DELL EMC,True,281.0,False,,WINDOWS XP
218471,57527,904786,Laptops,790,DELL EMC,True,12.0,False,,WINDOWS XP
218473,57527,904786,Desktops,790,DELL EMC,False,,True,200.0,WINDOWS XP
218524,57540,905000,Laptops,790,DELL EMC,True,4.0,False,,WINDOWS XP
218525,57541,905005,Desktops,790,DELL EMC,True,65.0,False,,WINDOWS XP
218519,57538,904918,Desktops,790,DELL EMC,False,,True,30.0,WINDOWS XP
218521,57540,905000,Desktops,790,DELL EMC,True,25.0,False,,WINDOWS XP
218529,57541,905005,Laptops,790,DELL EMC,True,8.0,False,,Not Reported
218517,57538,904918,Laptops,790,DELL EMC,True,40.0,False,,WINDOWS 2003
218512,57538,904917,Laptops,790,DELL EMC,True,70.0,False,,WINDOWS XP
218513,57538,904917,Desktops,790,DELL EMC,True,1500.0,False,,WINDOWS XP
218496,57535,904888,Desktops,790,DELL EMC,True,44.0,False,,WINDOWS XP
218499,57535,904888,Desktops,790,DELL EMC,True,3.0,False,,WINDOWS 7
218770,57581,906050,Laptops,790,DELL EMC,False,,True,,WINDOWS XP
218785,57582,906242,Laptops,790,DELL EMC,True,120.0,False,,Not Reported
218786,57582,906242,Desktops,790,DELL EMC,True,1600.0,False,,Not Reported
218790,57582,906243,Laptops,790,DELL EMC,True,150.0,False,,Not Reported
218788,57582,906243,Desktops,790,DELL EMC,True,150.0,False,,Not Reported
218795,57582,906244,Thin Clients,790,DELL EMC,True,,False,,WINDOWS 7
218798,57582,906245,Desktops,790,DELL EMC,True,4.0,False,,WINDOWS XP
218799,57582,906245,Laptops,790,DELL EMC,True,2.0,False,,WINDOWS XP
218782,57582,906241,Desktops,790,DELL EMC,True,125.0,False,,WINDOWS XP
218783,57582,906241,Desktops,790,DELL EMC,False,,True,15.0,WINDOWS XP
218777,57582,906240,Desktops,790,DELL EMC,True,30.0,False,,WINDOWS XP
218778,57582,906240,Laptops,790,DELL EMC,True,4.0,False,,WINDOWS XP
218779,57582,906240,Thin Clients,790,DELL EMC,True,98.0,False,,Not Reported
218756,57581,906048,Laptops,790,DELL EMC,True,5.0,False,,Not Reported
218763,57581,906049,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
218768,57581,906050,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
218751,57581,906046,Laptops,790,DELL EMC,False,,True,,WINDOWS XP
218753,57581,906047,Desktops,790,DELL EMC,True,300.0,False,,WINDOWS XP
218754,57581,906047,Laptops,790,DELL EMC,True,30.0,False,,WINDOWS XP
218743,57581,906045,Laptops,790,DELL EMC,True,,False,,WINDOWS XP
218745,57581,906045,Laptops,790,DELL EMC,False,,True,,WINDOWS XP
