Id,SurveyId,HAEntityId,ComponentId,Component,ComponentOther,Perc,Type
291640,57202,894799,1138,Access to Diagnostic Tests,,,Consumer Active
291641,57202,894799,1137,Bill Payment,,,Consumer Active
291867,57202,894800,1130,For Clinical Documentation Charting,,76-100%,Active
291868,57202,894800,1129,For Electronic Signatures,,76-100%,Active
291869,57202,894800,1128,For Entering Orders,,76-100%,Active
291870,57202,894800,1127,For Retrieving Diagnostic Results,,76-100%,Active
291871,57202,894800,1139,Personal Health Record (PHR),,,Consumer Active
291872,57202,894800,1138,Access to Diagnostic Tests,,,Consumer Active
291873,57202,894800,1137,Bill Payment,,,Consumer Active
291518,57202,894801,1130,For Clinical Documentation Charting,,26-50%,Active
291519,57202,894801,1135,Pre-Registration,,,Consumer Active
291980,57202,894802,1127,For Retrieving Diagnostic Results,,26-50%,Active
291646,57202,894803,1139,Personal Health Record (PHR),,,Consumer Active
291647,57202,894803,1138,Access to Diagnostic Tests,,,Consumer Active
291648,57202,894803,1137,Bill Payment,,,Consumer Active
291649,57202,894803,1136,Scheduling,,,Consumer Active
291650,57202,894803,1135,Pre-Registration,,,Consumer Active
291563,57202,894804,1139,Personal Health Record (PHR),,,Consumer Active
291564,57202,894804,1138,Access to Diagnostic Tests,,,Consumer Active
291391,57202,894805,1139,Personal Health Record (PHR),,,Consumer Active
291392,57202,894805,1138,Access to Diagnostic Tests,,,Consumer Active
291508,57202,894806,1139,Personal Health Record (PHR),,,Consumer Active
291509,57202,894806,1138,Access to Diagnostic Tests,,,Consumer Active
291393,57202,894807,1139,Personal Health Record (PHR),,,Consumer Active
291394,57202,894807,1138,Access to Diagnostic Tests,,,Consumer Active
291749,57202,894808,1139,Personal Health Record (PHR),,,Consumer Active
291750,57202,894808,1138,Access to Diagnostic Tests,,,Consumer Active
291982,57202,894809,1130,For Clinical Documentation Charting,,76-100%,Active
291983,57202,894809,1129,For Electronic Signatures,,76-100%,Active
291984,57202,894809,1128,For Entering Orders,,76-100%,Active
291985,57202,894809,1127,For Retrieving Diagnostic Results,,76-100%,Active
291986,57202,894809,1139,Personal Health Record (PHR),,,Consumer Active
291987,57202,894809,1138,Access to Diagnostic Tests,,,Consumer Active
291988,57202,894809,1137,Bill Payment,,,Consumer Active
291630,57202,894810,1130,For Clinical Documentation Charting,,76-100%,Active
291631,57202,894810,1129,For Electronic Signatures,,76-100%,Active
291632,57202,894810,1128,For Entering Orders,,76-100%,Active
291633,57202,894810,1127,For Retrieving Diagnostic Results,,76-100%,Active
291634,57202,894810,1139,Personal Health Record (PHR),,,Consumer Active
291635,57202,894810,1138,Access to Diagnostic Tests,,,Consumer Active
291636,57202,894810,1137,Bill Payment,,,Consumer Active
291399,57202,894811,1129,For Electronic Signatures,,26-50%,Active
291400,57202,894811,1128,For Entering Orders,,1-25%,Active
291401,57202,894811,1127,For Retrieving Diagnostic Results,,26-50%,Active
291402,57202,894811,1138,Access to Diagnostic Tests,,,Consumer Active
291403,57202,894811,1137,Bill Payment,,,Consumer Active
291404,57202,894811,1135,Pre-Registration,,,Consumer Active
291973,57202,894812,1127,For Retrieving Diagnostic Results,,1-25%,Active
291974,57202,894812,1137,Bill Payment,,,Consumer Active
291975,57202,894812,1135,Pre-Registration,,,Consumer Active
286923,57202,885868,1139,Personal Health Record (PHR),,,Consumer Active
286924,57202,885868,1138,Access to Diagnostic Tests,,,Consumer Active
286925,57202,885868,1137,Bill Payment,,,Consumer Active
276556,57203,894944,1135,Pre-Registration,,,Consumer Active
276557,57203,894944,1137,Bill Payment,,,Consumer Active
276558,57203,894944,1139,Personal Health Record (PHR),,,Consumer Active
276559,57203,894945,1136,Scheduling,,,Consumer Active
276560,57203,894945,1137,Bill Payment,,,Consumer Active
276561,57203,894945,1138,Access to Diagnostic Tests,,,Consumer Active
276562,57203,894945,1139,Personal Health Record (PHR),,,Consumer Active
276563,57203,894946,1127,For Retrieving Diagnostic Results,,,Active
276564,57203,894946,1137,Bill Payment,,,Consumer Active
276565,57203,894946,1139,Personal Health Record (PHR),,,Consumer Active
276566,57203,894947,1127,For Retrieving Diagnostic Results,,26-50%,Active
276567,57203,894947,1128,For Entering Orders,,26-50%,Active
276568,57203,894947,1129,For Electronic Signatures,,26-50%,Active
276569,57203,894947,1130,For Clinical Documentation Charting,,26-50%,Active
276570,57203,894947,1136,Scheduling,,,Consumer Active
276571,57203,894947,1137,Bill Payment,,,Consumer Active
276572,57203,894947,1138,Access to Diagnostic Tests,,,Consumer Active
276573,57203,894947,1139,Personal Health Record (PHR),,,Consumer Active
276574,57203,894948,1127,For Retrieving Diagnostic Results,,,Active
276575,57203,894948,1128,For Entering Orders,,,Active
276576,57203,894948,1129,For Electronic Signatures,,,Active
276577,57203,894948,1136,Scheduling,,,Consumer Active
276578,57203,894948,1137,Bill Payment,,,Consumer Active
276579,57203,894948,1138,Access to Diagnostic Tests,,,Consumer Active
276580,57203,894948,1139,Personal Health Record (PHR),,,Consumer Active
276581,57203,894949,1136,Scheduling,,,Consumer Active
276582,57203,894949,1137,Bill Payment,,,Consumer Active
276583,57203,894949,1138,Access to Diagnostic Tests,,,Consumer Active
276584,57203,894949,1139,Personal Health Record (PHR),,,Consumer Active
276585,57203,894950,1135,Pre-Registration,,,Consumer Active
276586,57203,894950,1137,Bill Payment,,,Consumer Active
276587,57203,894950,1139,Personal Health Record (PHR),,,Consumer Active
276588,57203,894951,1136,Scheduling,,,Consumer Active
276589,57203,894951,1137,Bill Payment,,,Consumer Active
276590,57203,894951,1138,Access to Diagnostic Tests,,,Consumer Active
276591,57203,894951,1139,Personal Health Record (PHR),,,Consumer Active
280179,57203,894952,1139,Personal Health Record (PHR),,,Consumer Active
280180,57203,894952,1137,Bill Payment,,,Consumer Active
280181,57203,894952,1136,Scheduling,,,Consumer Active
276595,57203,894953,1129,For Electronic Signatures,,76-100%,Active
276596,57203,894953,1137,Bill Payment,,,Consumer Active
276597,57203,894953,1139,Personal Health Record (PHR),,,Consumer Active
276598,57203,894954,1129,For Electronic Signatures,,76-100%,Active
276599,57203,894954,1137,Bill Payment,,,Consumer Active
276600,57203,894954,1139,Personal Health Record (PHR),,,Consumer Active
287271,57203,907678,1137,Bill Payment,,,Consumer Active
287266,57203,907679,1137,Bill Payment,,,Consumer Active
277236,57204,895081,1139,Personal Health Record (PHR),,,Consumer Active
277237,57204,895081,1138,Access to Diagnostic Tests,,,Consumer Active
277238,57204,895081,1137,Bill Payment,,,Consumer Active
277239,57204,895081,1136,Scheduling,,,Consumer Active
277240,57204,895082,1139,Personal Health Record (PHR),,,Consumer Active
277241,57204,895082,1138,Access to Diagnostic Tests,,,Consumer Active
277242,57204,895082,1137,Bill Payment,,,Consumer Active
277243,57204,895082,1136,Scheduling,,,Consumer Active
277256,57204,895083,1139,Personal Health Record (PHR),,,Consumer Active
277257,57204,895083,1138,Access to Diagnostic Tests,,,Consumer Active
277258,57204,895083,1137,Bill Payment,,,Consumer Active
277259,57204,895083,1136,Scheduling,,,Consumer Active
277268,57204,895084,1139,Personal Health Record (PHR),,,Consumer Active
277269,57204,895084,1138,Access to Diagnostic Tests,,,Consumer Active
277270,57204,895084,1137,Bill Payment,,,Consumer Active
277271,57204,895084,1136,Scheduling,,,Consumer Active
277287,57204,895085,1139,Personal Health Record (PHR),,,Consumer Active
277288,57204,895085,1138,Access to Diagnostic Tests,,,Consumer Active
277289,57204,895085,1137,Bill Payment,,,Consumer Active
277290,57204,895085,1136,Scheduling,,,Consumer Active
277575,57204,895086,1139,Personal Health Record (PHR),,,Consumer Active
277576,57204,895086,1138,Access to Diagnostic Tests,,,Consumer Active
277577,57204,895086,1137,Bill Payment,,,Consumer Active
277578,57204,895086,1136,Scheduling,,,Consumer Active
277088,57204,895088,1127,For Retrieving Diagnostic Results,,76-100%,Active
277089,57204,895088,1128,For Entering Orders,,26-50%,Active
277090,57204,895088,1129,For Electronic Signatures,,26-50%,Active
277091,57204,895088,1130,For Clinical Documentation Charting,,,Active
277092,57204,895088,1135,Pre-Registration,,,Consumer Active
277093,57204,895088,1137,Bill Payment,,,Consumer Active
277094,57204,895088,1138,Access to Diagnostic Tests,,,Consumer Active
277095,57204,895088,1139,Personal Health Record (PHR),,,Consumer Active
277096,57204,895089,1135,Pre-Registration,,,Consumer Active
277097,57204,895089,1136,Scheduling,,,Consumer Active
277098,57204,895089,1137,Bill Payment,,,Consumer Active
277099,57204,895089,1138,Access to Diagnostic Tests,,,Consumer Active
277100,57204,895089,1139,Personal Health Record (PHR),,,Consumer Active
266331,57204,861579,1129,For Electronic Signatures,,26-50%,Active
266332,57204,861579,1128,For Entering Orders,,26-50%,Active
266333,57204,861579,1137,Bill Payment,,,Consumer Active
287845,57204,929727,1127,For Retrieving Diagnostic Results,,26-50%,Active
287846,57204,929727,1128,For Entering Orders,,26-50%,Active
287847,57204,929727,1137,Bill Payment,,,Consumer Active
287848,57204,929727,1138,Access to Diagnostic Tests,,,Consumer Active
278640,57206,895978,1129,For Electronic Signatures,,26-50%,Active
278641,57206,895978,1127,For Retrieving Diagnostic Results,,51-75%,Active
278642,57206,895978,1139,Personal Health Record (PHR),,,Consumer Active
278643,57206,895978,1137,Bill Payment,,,Consumer Active
278644,57206,895978,1136,Scheduling,,,Consumer Active
278645,57206,895978,1135,Pre-Registration,,,Consumer Active
278350,57208,896028,1130,For Clinical Documentation Charting,,76-100%,Active
278351,57208,896028,1129,For Electronic Signatures,,76-100%,Active
278352,57208,896028,1128,For Entering Orders,,76-100%,Active
278353,57208,896028,1127,For Retrieving Diagnostic Results,,76-100%,Active
278354,57208,896028,1139,Personal Health Record (PHR),,,Consumer Active
278355,57208,896028,1138,Access to Diagnostic Tests,,,Consumer Active
278356,57208,896028,1136,Scheduling,,,Consumer Active
278357,57208,896028,1135,Pre-Registration,,,Consumer Active
278369,57208,896029,1130,For Clinical Documentation Charting,,76-100%,Active
278370,57208,896029,1129,For Electronic Signatures,,76-100%,Active
278371,57208,896029,1128,For Entering Orders,,76-100%,Active
278372,57208,896029,1127,For Retrieving Diagnostic Results,,76-100%,Active
278373,57208,896029,1139,Personal Health Record (PHR),,,Consumer Active
278374,57208,896029,1138,Access to Diagnostic Tests,,,Consumer Active
278375,57208,896029,1136,Scheduling,,,Consumer Active
278376,57208,896029,1135,Pre-Registration,,,Consumer Active
278387,57208,896030,1130,For Clinical Documentation Charting,,76-100%,Active
278388,57208,896030,1129,For Electronic Signatures,,76-100%,Active
278389,57208,896030,1128,For Entering Orders,,76-100%,Active
278390,57208,896030,1127,For Retrieving Diagnostic Results,,76-100%,Active
278391,57208,896030,1139,Personal Health Record (PHR),,,Consumer Active
278392,57208,896030,1138,Access to Diagnostic Tests,,,Consumer Active
278393,57208,896030,1136,Scheduling,,,Consumer Active
278403,57208,896031,1130,For Clinical Documentation Charting,,76-100%,Active
278404,57208,896031,1129,For Electronic Signatures,,76-100%,Active
278405,57208,896031,1128,For Entering Orders,,76-100%,Active
278406,57208,896031,1127,For Retrieving Diagnostic Results,,76-100%,Active
278407,57208,896031,1139,Personal Health Record (PHR),,,Consumer Active
278408,57208,896031,1138,Access to Diagnostic Tests,,,Consumer Active
278409,57208,896031,1137,Bill Payment,,,Consumer Active
278410,57208,896031,1135,Pre-Registration,,,Consumer Active
278412,57208,896032,1139,Personal Health Record (PHR),,,Consumer Active
278413,57208,896032,1138,Access to Diagnostic Tests,,,Consumer Active
278414,57208,896032,1136,Scheduling,,,Consumer Active
278415,57208,896032,1135,Pre-Registration,,,Consumer Active
278423,57208,896033,1130,For Clinical Documentation Charting,,76-100%,Active
278424,57208,896033,1129,For Electronic Signatures,,76-100%,Active
278425,57208,896033,1128,For Entering Orders,,76-100%,Active
278426,57208,896033,1127,For Retrieving Diagnostic Results,,76-100%,Active
278427,57208,896033,1139,Personal Health Record (PHR),,,Consumer Active
278428,57208,896033,1138,Access to Diagnostic Tests,,,Consumer Active
278429,57208,896033,1136,Scheduling,,,Consumer Active
278430,57208,896033,1135,Pre-Registration,,,Consumer Active
277981,57208,896034,1127,For Retrieving Diagnostic Results,,76-100%,Active
277982,57208,896034,1128,For Entering Orders,,76-100%,Active
277983,57208,896034,1129,For Electronic Signatures,,76-100%,Active
277984,57208,896034,1130,For Clinical Documentation Charting,,76-100%,Active
277985,57208,896034,1135,Pre-Registration,,,Consumer Active
277986,57208,896034,1136,Scheduling,,,Consumer Active
277987,57208,896034,1138,Access to Diagnostic Tests,,,Consumer Active
277988,57208,896034,1139,Personal Health Record (PHR),,,Consumer Active
278490,57208,896035,1130,For Clinical Documentation Charting,,51-75%,Active
278491,57208,896035,1129,For Electronic Signatures,,51-75%,Active
278492,57208,896035,1128,For Entering Orders,,51-75%,Active
278493,57208,896035,1127,For Retrieving Diagnostic Results,,51-75%,Active
278494,57208,896035,1139,Personal Health Record (PHR),,,Consumer Active
278495,57208,896035,1138,Access to Diagnostic Tests,,,Consumer Active
278496,57208,896035,1136,Scheduling,,,Consumer Active
278497,57208,896035,1135,Pre-Registration,,,Consumer Active
278479,57208,896036,1130,For Clinical Documentation Charting,,76-100%,Active
278480,57208,896036,1129,For Electronic Signatures,,76-100%,Active
278481,57208,896036,1128,For Entering Orders,,76-100%,Active
278482,57208,896036,1127,For Retrieving Diagnostic Results,,76-100%,Active
278483,57208,896036,1139,Personal Health Record (PHR),,,Consumer Active
278484,57208,896036,1138,Access to Diagnostic Tests,,,Consumer Active
278485,57208,896036,1136,Scheduling,,,Consumer Active
278486,57208,896036,1135,Pre-Registration,,,Consumer Active
278005,57208,896037,1127,For Retrieving Diagnostic Results,,76-100%,Active
278006,57208,896037,1128,For Entering Orders,,76-100%,Active
278007,57208,896037,1129,For Electronic Signatures,,76-100%,Active
278008,57208,896037,1130,For Clinical Documentation Charting,,76-100%,Active
278009,57208,896037,1135,Pre-Registration,,,Consumer Active
278010,57208,896037,1136,Scheduling,,,Consumer Active
278011,57208,896037,1138,Access to Diagnostic Tests,,,Consumer Active
278012,57208,896037,1139,Personal Health Record (PHR),,,Consumer Active
278465,57208,896038,1130,For Clinical Documentation Charting,,76-100%,Active
278466,57208,896038,1129,For Electronic Signatures,,76-100%,Active
278467,57208,896038,1128,For Entering Orders,,76-100%,Active
278468,57208,896038,1127,For Retrieving Diagnostic Results,,76-100%,Active
278469,57208,896038,1139,Personal Health Record (PHR),,,Consumer Active
278470,57208,896038,1138,Access to Diagnostic Tests,,,Consumer Active
278471,57208,896038,1136,Scheduling,,,Consumer Active
278472,57208,896038,1135,Pre-Registration,,,Consumer Active
278334,57208,896039,1139,Personal Health Record (PHR),,,Consumer Active
278335,57208,896039,1138,Access to Diagnostic Tests,,,Consumer Active
278336,57208,896039,1136,Scheduling,,,Consumer Active
278337,57208,896039,1135,Pre-Registration,,,Consumer Active
278021,57208,896039,1127,For Retrieving Diagnostic Results,,76-100%,Active
278022,57208,896039,1128,For Entering Orders,,76-100%,Active
278023,57208,896039,1129,For Electronic Signatures,,76-100%,Active
278024,57208,896039,1130,For Clinical Documentation Charting,,76-100%,Active
278029,57208,896040,1127,For Retrieving Diagnostic Results,,76-100%,Active
278030,57208,896040,1128,For Entering Orders,,76-100%,Active
278031,57208,896040,1129,For Electronic Signatures,,76-100%,Active
278032,57208,896040,1130,For Clinical Documentation Charting,,76-100%,Active
278033,57208,896040,1135,Pre-Registration,,,Consumer Active
278034,57208,896040,1136,Scheduling,,,Consumer Active
278035,57208,896040,1138,Access to Diagnostic Tests,,,Consumer Active
278036,57208,896040,1139,Personal Health Record (PHR),,,Consumer Active
278037,57208,896041,1127,For Retrieving Diagnostic Results,,76-100%,Active
278348,57208,896041,1137,Bill Payment,,,Consumer Active
278349,57208,896041,1135,Pre-Registration,,,Consumer Active
277633,57208,878070,1130,For Clinical Documentation Charting,,76-100%,Active
277634,57208,878070,1129,For Electronic Signatures,,76-100%,Active
277635,57208,878070,1128,For Entering Orders,,76-100%,Active
277636,57208,878070,1127,For Retrieving Diagnostic Results,,76-100%,Active
277637,57208,878070,1139,Personal Health Record (PHR),,,Consumer Active
277638,57208,878070,1138,Access to Diagnostic Tests,,,Consumer Active
277639,57208,878070,1137,Bill Payment,,,Consumer Active
277640,57208,878070,1136,Scheduling,,,Consumer Active
277641,57208,878070,1135,Pre-Registration,,,Consumer Active
277627,57208,878072,1130,For Clinical Documentation Charting,,76-100%,Active
277628,57208,878072,1129,For Electronic Signatures,,76-100%,Active
277629,57208,878072,1128,For Entering Orders,,76-100%,Active
277630,57208,878072,1127,For Retrieving Diagnostic Results,,76-100%,Active
277631,57208,878072,1139,Personal Health Record (PHR),,,Consumer Active
277632,57208,878072,1137,Bill Payment,,,Consumer Active
277717,57208,878073,1139,Personal Health Record (PHR),,,Consumer Active
277718,57208,878073,1136,Scheduling,,,Consumer Active
277719,57208,878073,1135,Pre-Registration,,,Consumer Active
277649,57208,878074,1129,For Electronic Signatures,,76-100%,Active
277650,57208,878074,1128,For Entering Orders,,76-100%,Active
277651,57208,878074,1127,For Retrieving Diagnostic Results,,76-100%,Active
277652,57208,878074,1139,Personal Health Record (PHR),,,Consumer Active
277653,57208,878074,1138,Access to Diagnostic Tests,,,Consumer Active
277654,57208,878074,1137,Bill Payment,,,Consumer Active
278730,57211,862642,1130,For Clinical Documentation Charting,,51-75%,Active
278731,57211,862642,1129,For Electronic Signatures,,76-100%,Active
278732,57211,862642,1128,For Entering Orders,,76-100%,Active
278733,57211,862642,1127,For Retrieving Diagnostic Results,,76-100%,Active
278734,57211,862642,1139,Personal Health Record (PHR),,,Consumer Active
278735,57211,862642,1138,Access to Diagnostic Tests,,,Consumer Active
278736,57211,862642,1137,Bill Payment,,,Consumer Active
278737,57211,862642,1136,Scheduling,,,Consumer Active
278738,57211,862642,1135,Pre-Registration,,,Consumer Active
284857,57213,896987,1130,For Clinical Documentation Charting,,76-100%,Active
284858,57213,896987,1129,For Electronic Signatures,,76-100%,Active
284859,57213,896987,1128,For Entering Orders,,76-100%,Active
284860,57213,896987,1127,For Retrieving Diagnostic Results,,76-100%,Active
284861,57213,896987,1139,Personal Health Record (PHR),,,Consumer Active
284862,57213,896987,1138,Access to Diagnostic Tests,,,Consumer Active
284863,57213,896987,1135,Pre-Registration,,,Consumer Active
284901,57213,896988,1130,For Clinical Documentation Charting,,76-100%,Active
284902,57213,896988,1129,For Electronic Signatures,,76-100%,Active
284903,57213,896988,1128,For Entering Orders,,76-100%,Active
284904,57213,896988,1127,For Retrieving Diagnostic Results,,76-100%,Active
284905,57213,896988,1139,Personal Health Record (PHR),,,Consumer Active
284906,57213,896988,1138,Access to Diagnostic Tests,,,Consumer Active
284907,57213,896988,1135,Pre-Registration,,,Consumer Active
284884,57213,896990,1130,For Clinical Documentation Charting,,76-100%,Active
284885,57213,896990,1129,For Electronic Signatures,,76-100%,Active
284886,57213,896990,1128,For Entering Orders,,76-100%,Active
284887,57213,896990,1127,For Retrieving Diagnostic Results,,76-100%,Active
284888,57213,896990,1139,Personal Health Record (PHR),,,Consumer Active
284889,57213,896990,1138,Access to Diagnostic Tests,,,Consumer Active
284890,57213,896990,1137,Bill Payment,,,Consumer Active
284891,57213,896990,1136,Scheduling,,,Consumer Active
284892,57213,896990,1135,Pre-Registration,,,Consumer Active
284801,57214,897108,1139,Personal Health Record (PHR),,,Consumer Active
284802,57214,897108,1138,Access to Diagnostic Tests,,,Consumer Active
284803,57214,897108,1137,Bill Payment,,,Consumer Active
285956,57215,897121,1130,For Clinical Documentation Charting,,76-100%,Active
285957,57215,897121,1129,For Electronic Signatures,,76-100%,Active
285958,57215,897121,1128,For Entering Orders,,76-100%,Active
285959,57215,897121,1127,For Retrieving Diagnostic Results,,76-100%,Active
285960,57215,897121,1139,Personal Health Record (PHR),,,Consumer Active
285961,57215,897121,1138,Access to Diagnostic Tests,,,Consumer Active
285962,57215,897121,1137,Bill Payment,,,Consumer Active
286046,57215,897122,1130,For Clinical Documentation Charting,,76-100%,Active
286047,57215,897122,1129,For Electronic Signatures,,76-100%,Active
286048,57215,897122,1128,For Entering Orders,,76-100%,Active
286049,57215,897122,1127,For Retrieving Diagnostic Results,,76-100%,Active
286053,57215,897122,1139,Personal Health Record (PHR),,,Consumer Active
286054,57215,897122,1138,Access to Diagnostic Tests,,,Consumer Active
286055,57215,897122,1137,Bill Payment,,,Consumer Active
286062,57215,897125,1139,Personal Health Record (PHR),,,Consumer Active
278933,57220,897204,1127,For Retrieving Diagnostic Results,,76-100%,Active
278934,57220,897204,1128,For Entering Orders,,76-100%,Active
278935,57220,897204,1129,For Electronic Signatures,,76-100%,Active
278936,57220,897204,1138,Access to Diagnostic Tests,,,Consumer Active
278937,57220,897204,1139,Personal Health Record (PHR),,,Consumer Active
286606,57221,897366,1139,Personal Health Record (PHR),,,Consumer Active
286607,57221,897366,1138,Access to Diagnostic Tests,,,Consumer Active
286608,57221,897366,1137,Bill Payment,,,Consumer Active
286612,57221,897367,1139,Personal Health Record (PHR),,,Consumer Active
286613,57221,897367,1138,Access to Diagnostic Tests,,,Consumer Active
286614,57221,897367,1137,Bill Payment,,,Consumer Active
286410,57221,897369,1139,Personal Health Record (PHR),,,Consumer Active
286411,57221,897369,1138,Access to Diagnostic Tests,,,Consumer Active
286412,57221,897369,1137,Bill Payment,,,Consumer Active
286413,57221,897369,1135,Pre-Registration,,,Consumer Active
286415,57221,897370,1139,Personal Health Record (PHR),,,Consumer Active
286416,57221,897370,1138,Access to Diagnostic Tests,,,Consumer Active
286417,57221,897370,1137,Bill Payment,,,Consumer Active
286418,57221,897370,1135,Pre-Registration,,,Consumer Active
286419,57221,897371,1139,Personal Health Record (PHR),,,Consumer Active
286420,57221,897371,1138,Access to Diagnostic Tests,,,Consumer Active
286421,57221,897371,1137,Bill Payment,,,Consumer Active
286579,57221,897372,1139,Personal Health Record (PHR),,,Consumer Active
286580,57221,897372,1138,Access to Diagnostic Tests,,,Consumer Active
286581,57221,897372,1137,Bill Payment,,,Consumer Active
286582,57221,897372,1135,Pre-Registration,,,Consumer Active
286407,57221,897373,1139,Personal Health Record (PHR),,,Consumer Active
286408,57221,897373,1138,Access to Diagnostic Tests,,,Consumer Active
286409,57221,897373,1137,Bill Payment,,,Consumer Active
278946,57221,897374,1137,Bill Payment,,,Consumer Active
286583,57221,897375,1139,Personal Health Record (PHR),,,Consumer Active
286584,57221,897375,1138,Access to Diagnostic Tests,,,Consumer Active
286585,57221,897375,1137,Bill Payment,,,Consumer Active
286615,57221,897376,1139,Personal Health Record (PHR),,,Consumer Active
286616,57221,897376,1138,Access to Diagnostic Tests,,,Consumer Active
286617,57221,897376,1137,Bill Payment,,,Consumer Active
285613,57221,897378,1129,For Electronic Signatures,,,Active
285614,57221,897378,1128,For Entering Orders,,26-50%,Active
285615,57221,897378,1127,For Retrieving Diagnostic Results,,26-50%,Active
285616,57221,897378,1139,Personal Health Record (PHR),,,Consumer Active
285617,57221,897378,1138,Access to Diagnostic Tests,,,Consumer Active
285618,57221,897378,1137,Bill Payment,,,Consumer Active
286393,57221,897379,1139,Personal Health Record (PHR),,,Consumer Active
286394,57221,897379,1138,Access to Diagnostic Tests,,,Consumer Active
286395,57221,897379,1137,Bill Payment,,,Consumer Active
286390,57221,897381,1139,Personal Health Record (PHR),,,Consumer Active
286391,57221,897381,1138,Access to Diagnostic Tests,,,Consumer Active
286392,57221,897381,1137,Bill Payment,,,Consumer Active
286387,57221,897382,1139,Personal Health Record (PHR),,,Consumer Active
286388,57221,897382,1138,Access to Diagnostic Tests,,,Consumer Active
286389,57221,897382,1137,Bill Payment,,,Consumer Active
286380,57221,897383,1139,Personal Health Record (PHR),,,Consumer Active
286381,57221,897383,1138,Access to Diagnostic Tests,,,Consumer Active
286382,57221,897383,1137,Bill Payment,,,Consumer Active
286383,57221,897383,1135,Pre-Registration,,,Consumer Active
286586,57221,897385,1139,Personal Health Record (PHR),,,Consumer Active
286587,57221,897385,1138,Access to Diagnostic Tests,,,Consumer Active
286588,57221,897385,1137,Bill Payment,,,Consumer Active
286589,57221,897387,1139,Personal Health Record (PHR),,,Consumer Active
286590,57221,897387,1138,Access to Diagnostic Tests,,,Consumer Active
286591,57221,897387,1137,Bill Payment,,,Consumer Active
286609,57221,897388,1139,Personal Health Record (PHR),,,Consumer Active
286610,57221,897388,1138,Access to Diagnostic Tests,,,Consumer Active
286611,57221,897388,1137,Bill Payment,,,Consumer Active
286592,57221,897390,1139,Personal Health Record (PHR),,,Consumer Active
286593,57221,897390,1138,Access to Diagnostic Tests,,,Consumer Active
286594,57221,897390,1137,Bill Payment,,,Consumer Active
286595,57221,897390,1135,Pre-Registration,,,Consumer Active
285627,57223,897454,1129,For Electronic Signatures,,76-100%,Active
285628,57223,897454,1128,For Entering Orders,,76-100%,Active
285629,57223,897454,1127,For Retrieving Diagnostic Results,,76-100%,Active
285630,57223,897454,1139,Personal Health Record (PHR),,,Consumer Active
285631,57223,897454,1137,Bill Payment,,,Consumer Active
285305,57224,897460,1130,For Clinical Documentation Charting,,1-25%,Active
285306,57224,897460,1129,For Electronic Signatures,,76-100%,Active
285307,57224,897460,1128,For Entering Orders,,76-100%,Active
285308,57224,897460,1127,For Retrieving Diagnostic Results,,76-100%,Active
285309,57224,897460,1139,Personal Health Record (PHR),,,Consumer Active
285310,57224,897460,1138,Access to Diagnostic Tests,,,Consumer Active
285311,57224,897460,1137,Bill Payment,,,Consumer Active
285374,57226,897473,1129,For Electronic Signatures,,76-100%,Active
285375,57226,897473,1127,For Retrieving Diagnostic Results,,76-100%,Active
285376,57226,897473,1139,Personal Health Record (PHR),,,Consumer Active
285377,57226,897473,1138,Access to Diagnostic Tests,,,Consumer Active
285378,57226,897473,1136,Scheduling,,,Consumer Active
285963,57227,897477,1128,For Entering Orders,,1-25%,Active
285964,57227,897477,1127,For Retrieving Diagnostic Results,,1-25%,Active
285965,57227,897477,1139,Personal Health Record (PHR),,,Consumer Active
285966,57227,897477,1138,Access to Diagnostic Tests,,,Consumer Active
285967,57227,897477,1137,Bill Payment,,,Consumer Active
285968,57227,897477,1136,Scheduling,,,Consumer Active
285969,57227,897477,1135,Pre-Registration,,,Consumer Active
285933,57229,897492,1139,Personal Health Record (PHR),,,Consumer Active
285934,57229,897492,1138,Access to Diagnostic Tests,,,Consumer Active
285935,57229,897492,1137,Bill Payment,,,Consumer Active
285936,57229,897492,1136,Scheduling,,,Consumer Active
285937,57229,897492,1135,Pre-Registration,,,Consumer Active
289346,57230,897498,1139,Personal Health Record (PHR),,,Consumer Active
289347,57230,897498,1138,Access to Diagnostic Tests,,,Consumer Active
289348,57230,897498,1137,Bill Payment,,,Consumer Active
289349,57230,897498,1136,Scheduling,,,Consumer Active
289350,57230,897498,1135,Pre-Registration,,,Consumer Active
278992,57231,897519,1137,Bill Payment,,,Consumer Active
278993,57231,897519,1138,Access to Diagnostic Tests,,,Consumer Active
278994,57231,897519,1139,Personal Health Record (PHR),,,Consumer Active
278995,57231,897520,1137,Bill Payment,,,Consumer Active
278996,57231,897520,1138,Access to Diagnostic Tests,,,Consumer Active
278997,57231,897520,1139,Personal Health Record (PHR),,,Consumer Active
278998,57231,897521,1135,Pre-Registration,,,Consumer Active
278999,57231,897521,1137,Bill Payment,,,Consumer Active
279000,57231,897521,1138,Access to Diagnostic Tests,,,Consumer Active
279001,57231,897521,1139,Personal Health Record (PHR),,,Consumer Active
279002,57231,897522,1135,Pre-Registration,,,Consumer Active
279003,57231,897522,1137,Bill Payment,,,Consumer Active
279004,57231,897522,1138,Access to Diagnostic Tests,,,Consumer Active
279005,57231,897522,1139,Personal Health Record (PHR),,,Consumer Active
279006,57231,897523,1127,For Retrieving Diagnostic Results,,51-75%,Active
279007,57231,897523,1128,For Entering Orders,,51-75%,Active
279008,57231,897523,1129,For Electronic Signatures,,51-75%,Active
